id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar
58;Neuquén;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.877;0.877;-453.234
58;Neuquén;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.866;0.866;-387.237
58;Neuquén;H__08_01_PORC;H__05_01_PORC;Por cañeria dentro de la vivienda PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.914;0.914;627.612
58;Neuquén;H__08_01_PORC;H__19A_01_PORC;Por cañeria dentro de la vivienda PORC;Con Heladera PORC;0.855;0.855;500.105
58;Neuquén;H__08_01_PORC;H__08_02_PORC;Por cañeria dentro de la vivienda PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.856;0.856;-344.077
58;Neuquén;V__TIPVV_02_PORC;V__TIPVV_01_PORC;Viviendas colectivas PORC;Viviendas particulares PORC;-1.000;1.000;-21.428
58;Neuquén;V__INMAT_04_PORC;V__INCALCONS_03_PORC;Calidad 4 PORC;Calidad constructiva Insuficiente PORC;0.860;0.860;189.011
58;Neuquén;V__INMAT_04_PORC;H__06_06_PORC;Calidad 4 PORC;Chapa de cartón PORC;0.909;0.909;99.903
58;Neuquén;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.963;0.963;147.561
58;Neuquén;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.898;0.898;580.389
58;Neuquén;V__INMAT_01_PORC;H__14_01_PORC;Calidad 1 PORC;Gas de red PORC;0.855;0.855;806.339
58;Neuquén;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.995;0.995;585.525
58;Neuquén;H__08_02_PORC;V__INCALCONS_03_PORC;Fuera de la vivienda pero dentro del terreno PORC;Calidad constructiva Insuficiente PORC;0.856;0.856;280.315
58;Neuquén;H__08_02_PORC;H__08_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Por cañeria dentro de la vivienda PORC;-0.856;0.856;-344.077
62;Río Negro;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.961;0.961;261.599
62;Río Negro;H__06_05_PORC;V__INMAT_03_PORC;Chapa fibrocemento o plástico PORC;Calidad 3 PORC;0.898;0.898;146.380
62;Río Negro;H__14_06_PORC;H__19A_02_PORC;Leña o carbón PORC;Sin Heladera PORC;0.851;0.851;104.463
62;Río Negro;V__V00_09_PORC;V__TIPVV_01_PORC;Hotel turístico PORC;Viviendas particulares PORC;-0.851;0.851;-1.181
62;Río Negro;V__V00_09_PORC;V__TIPVV_02_PORC;Hotel turístico PORC;Viviendas colectivas PORC;0.851;0.851;1.181
62;Río Negro;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.971;0.971;1507.480
62;Río Negro;V__01_04_PORC;V__01_01_PORC;Departamento PORC;Casa PORC;-0.936;0.936;-444.022
62;Río Negro;H__ALGUNBI_02_PORC;H__ALGUNBI_01_PORC;Al menos un indicador NBI PORC;Sin NBI PORC;-0.953;0.953;-106.251
62;Río Negro;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.915;0.915;-240.108
62;Río Negro;H__11_01_PORC;H__11_02_PORC;Si tiene cadena y mochila en el baño PORC;No tiene cadena y mochila en el baño PORC;-0.960;0.960;-237.113
62;Río Negro;H__11_01_PORC;H__05_01_PORC;Si tiene cadena y mochila en el baño PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.886;0.886;336.128
62;Río Negro;H__11_01_PORC;H__08_01_PORC;Si tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;0.949;0.949;278.768
62;Río Negro;H__11_01_PORC;H__08_02_PORC;Si tiene cadena y mochila en el baño PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.877;0.877;-197.012
62;Río Negro;P__12_02_PORC;P__09_02_PORC;No utiliza computadora PORC;Primario PORC;0.892;0.892;186.910
62;Río Negro;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.930;0.930;313.968
62;Río Negro;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.918;0.918;-309.811
62;Río Negro;P__12_02_PORC;P__12_01_PORC;No utiliza computadora PORC;Si tiliza computadora PORC;-0.875;0.875;-228.289
62;Río Negro;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.881;0.881;-724.726
62;Río Negro;V__TIPVV_01_PORC;V__V00_09_PORC;Viviendas particulares PORC;Hotel turístico PORC;-0.851;0.851;-1.181
62;Río Negro;V__TIPVV_01_PORC;V__TIPVV_02_PORC;Viviendas particulares PORC;Viviendas colectivas PORC;-1.000;1.000;-1.691
62;Río Negro;P__08_03_PORC;P__07_02_PORC;Nunca asistio PORC;No sabe leer y escribir PORC;0.903;0.903;13.512
62;Río Negro;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.915;0.915;-240.108
62;Río Negro;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.898;0.898;188.143
62;Río Negro;V__INCALCONS_03_PORC;H__05_01_PORC;Calidad constructiva Insuficiente PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.856;0.856;-275.646
62;Río Negro;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.878;0.878;-218.750
62;Río Negro;V__INCALCONS_03_PORC;H__08_02_PORC;Calidad constructiva Insuficiente PORC;Fuera de la vivienda pero dentro del terreno PORC;0.885;0.885;168.756
62;Río Negro;H__19C_02_PORC;H__19C_01_PORC;Sin teléfono celular PORC;Con teléfono celular PORC;-0.979;0.979;-251.719
62;Río Negro;H__19C_01_PORC;H__19C_02_PORC;Con teléfono celular PORC;Sin teléfono celular PORC;-0.979;0.979;-251.719
62;Río Negro;P__09_02_PORC;P__12_02_PORC;Primario PORC;No utiliza computadora PORC;0.892;0.892;186.910
62;Río Negro;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.900;0.900;245.767
62;Río Negro;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.886;0.886;-241.670
62;Río Negro;H__19D_02_PORC;H__19D_01_PORC;Sin teléfono de línea PORC;Con teléfono de línea PORC;-0.990;0.990;-524.206
62;Río Negro;H__19A_02_PORC;H__14_06_PORC;Sin Heladera PORC;Leña o carbón PORC;0.851;0.851;104.463
62;Río Negro;H__19A_02_PORC;H__19A_01_PORC;Sin Heladera PORC;Con Heladera PORC;-0.964;0.964;-139.689
62;Río Negro;P__07_02_PORC;P__08_03_PORC;No sabe leer y escribir PORC;Nunca asistio PORC;0.903;0.903;13.512
62;Río Negro;V__01_01_PORC;V__01_04_PORC;Casa PORC;Departamento PORC;-0.936;0.936;-444.022
62;Río Negro;H__07_02_PORC;H__07_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Con revestimiento interior o cielorraso del techo PORC;-0.963;0.963;-136.668
62;Río Negro;H__11_02_PORC;H__11_01_PORC;No tiene cadena y mochila en el baño PORC;Si tiene cadena y mochila en el baño PORC;-0.960;0.960;-237.113
62;Río Negro;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.898;0.898;188.143
62;Río Negro;H__11_02_PORC;H__05_01_PORC;No tiene cadena y mochila en el baño PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.852;0.852;-258.079
62;Río Negro;H__11_02_PORC;H__08_01_PORC;No tiene cadena y mochila en el baño PORC;Por cañeria dentro de la vivienda PORC;-0.910;0.910;-213.308
62;Río Negro;H__11_02_PORC;H__08_02_PORC;No tiene cadena y mochila en el baño PORC;Fuera de la vivienda pero dentro del terreno PORC;0.870;0.870;156.082
62;Río Negro;V__02_01_PORC;V__TOTHOG_01_PORC;Con personas presentes PORC;Con un hogar PORC;0.961;0.961;261.599
62;Río Negro;V__INMAT_03_PORC;H__06_05_PORC;Calidad 3 PORC;Chapa fibrocemento o plástico PORC;0.898;0.898;146.380
62;Río Negro;H__05_01_PORC;H__11_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiene cadena y mochila en el baño PORC;0.886;0.886;336.128
62;Río Negro;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.856;0.856;-275.646
62;Río Negro;H__05_01_PORC;H__11_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;No tiene cadena y mochila en el baño PORC;-0.852;0.852;-258.079
62;Río Negro;H__05_01_PORC;H__05_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Cemento o ladrillo fijo PORC;-0.963;0.963;-378.111
62;Río Negro;H__05_01_PORC;H__08_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Por cañeria dentro de la vivienda PORC;0.901;0.901;324.675
62;Río Negro;H__05_01_PORC;H__08_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.870;0.870;-239.827
62;Río Negro;H__14_04_PORC;H__14_01_PORC;Gas en garrafa PORC;Gas de red PORC;-0.918;0.918;-853.417
62;Río Negro;P__02_02_PORC;P__02_01_PORC;Mujer PORC;Hombre PORC;-0.857;0.857;-31.784
62;Río Negro;H__13_01_PORC;H__10_01_PORC;De uso exclusivo del hogar PORC;HOGAR SI Tiene baño o letrina PORC;0.875;0.875;37.247
62;Río Negro;H__06_06_PORC;V__INMAT_04_PORC;Chapa de cartón PORC;Calidad 4 PORC;0.929;0.929;50.509
62;Río Negro;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.930;0.930;313.968
62;Río Negro;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.900;0.900;245.767
62;Río Negro;H__19B_02_PORC;H__19B_01_PORC;Sin computadora PORC;Con computadora PORC;-0.988;0.988;-434.505
62;Río Negro;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.897;0.897;-305.050
62;Río Negro;H__14_01_PORC;H__14_04_PORC;Gas de red PORC;Gas en garrafa PORC;-0.918;0.918;-853.417
62;Río Negro;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.918;0.918;-309.811
62;Río Negro;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.886;0.886;-241.670
62;Río Negro;H__19B_01_PORC;H__19B_02_PORC;Con computadora PORC;Sin computadora PORC;-0.988;0.988;-434.505
62;Río Negro;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.914;0.914;310.757
62;Río Negro;P__12_01_PORC;P__12_02_PORC;Si tiliza computadora PORC;No utiliza computadora PORC;-0.875;0.875;-228.289
62;Río Negro;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.897;0.897;-305.050
62;Río Negro;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.914;0.914;310.757
62;Río Negro;H__05_02_PORC;H__05_01_PORC;Cemento o ladrillo fijo PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.963;0.963;-378.111
62;Río Negro;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.971;0.971;1507.480
62;Río Negro;H__19A_01_PORC;H__19A_02_PORC;Con Heladera PORC;Sin Heladera PORC;-0.964;0.964;-139.689
62;Río Negro;H__07_01_PORC;H__07_02_PORC;Con revestimiento interior o cielorraso del techo PORC;Sin revestimiento interior o cielorraso del techo PORC;-0.963;0.963;-136.668
62;Río Negro;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.881;0.881;-724.726
62;Río Negro;V__INCALCONS_01_PORC;V__INMAT_01_PORC;Calidad constructiva Satisfactoria PORC;Calidad 1 PORC;0.995;0.995;489.523
62;Río Negro;H__ALGUNBI_01_PORC;H__ALGUNBI_02_PORC;Sin NBI PORC;Al menos un indicador NBI PORC;-0.953;0.953;-106.251
62;Río Negro;H__19D_01_PORC;H__19D_02_PORC;Con teléfono de línea PORC;Sin teléfono de línea PORC;-0.990;0.990;-524.206
62;Río Negro;H__08_01_PORC;H__11_01_PORC;Por cañeria dentro de la vivienda PORC;Si tiene cadena y mochila en el baño PORC;0.949;0.949;278.768
62;Río Negro;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.878;0.878;-218.750
62;Río Negro;H__08_01_PORC;H__11_02_PORC;Por cañeria dentro de la vivienda PORC;No tiene cadena y mochila en el baño PORC;-0.910;0.910;-213.308
62;Río Negro;H__08_01_PORC;H__05_01_PORC;Por cañeria dentro de la vivienda PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.901;0.901;324.675
62;Río Negro;H__08_01_PORC;H__08_02_PORC;Por cañeria dentro de la vivienda PORC;Fuera de la vivienda pero dentro del terreno PORC;-0.920;0.920;-196.370
62;Río Negro;V__TIPVV_02_PORC;V__V00_09_PORC;Viviendas colectivas PORC;Hotel turístico PORC;0.851;0.851;1.181
62;Río Negro;V__TIPVV_02_PORC;V__TIPVV_01_PORC;Viviendas colectivas PORC;Viviendas particulares PORC;-1.000;1.000;-1.691
62;Río Negro;P__02_01_PORC;P__02_02_PORC;Hombre PORC;Mujer PORC;-0.857;0.857;-31.784
62;Río Negro;V__INMAT_04_PORC;H__06_06_PORC;Calidad 4 PORC;Chapa de cartón PORC;0.929;0.929;50.509
62;Río Negro;H__10_01_PORC;H__13_01_PORC;HOGAR SI Tiene baño o letrina PORC;De uso exclusivo del hogar PORC;0.875;0.875;37.247
62;Río Negro;V__INMAT_01_PORC;V__INCALCONS_01_PORC;Calidad 1 PORC;Calidad constructiva Satisfactoria PORC;0.995;0.995;489.523
62;Río Negro;H__08_02_PORC;H__11_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Si tiene cadena y mochila en el baño PORC;-0.877;0.877;-197.012
62;Río Negro;H__08_02_PORC;V__INCALCONS_03_PORC;Fuera de la vivienda pero dentro del terreno PORC;Calidad constructiva Insuficiente PORC;0.885;0.885;168.756
62;Río Negro;H__08_02_PORC;H__11_02_PORC;Fuera de la vivienda pero dentro del terreno PORC;No tiene cadena y mochila en el baño PORC;0.870;0.870;156.082
62;Río Negro;H__08_02_PORC;H__05_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.870;0.870;-239.827
62;Río Negro;H__08_02_PORC;H__08_01_PORC;Fuera de la vivienda pero dentro del terreno PORC;Por cañeria dentro de la vivienda PORC;-0.920;0.920;-196.370
66;Salta;V__TOTHOG_01_PORC;V__02_01_PORC;Con un hogar PORC;Con personas presentes PORC;0.910;0.910;215.583
66;Salta;H__14_06_PORC;H__11_01_PORC;Leña o carbón PORC;Si tiene cadena y mochila en el baño PORC;-0.881;0.881;-1043.592
66;Salta;H__14_06_PORC;H__05_03_PORC;Leña o carbón PORC;Tierra o ladrillo suelto PORC;0.903;0.903;879.677
66;Salta;H__14_06_PORC;H__19A_02_PORC;Leña o carbón PORC;Sin Heladera PORC;0.922;0.922;952.739
66;Salta;H__14_06_PORC;H__19A_01_PORC;Leña o carbón PORC;Con Heladera PORC;-0.911;0.911;-947.000
66;Salta;H__14_06_PORC;H__08_01_PORC;Leña o carbón PORC;Por cañeria dentro de la vivienda PORC;-0.883;0.883;-1031.070
