id_prov;prov;var1;var2;svar1;svar2;value;value_abs;covar
58;Neuquén;V__INCALCONS_03_PORC;H__08_02_PORC;Calidad constructiva Insuficiente PORC;Fuera de la vivienda pero dentro del terreno PORC;0.856;0.856;280.315
58;Neuquén;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.870;0.870;316.256
58;Neuquén;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.826;0.826;-299.570
58;Neuquén;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.892;0.892;324.948
58;Neuquén;H__05_01_PORC;V__INCALSERV_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.811;0.811;-585.101
58;Neuquén;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.875;0.875;-489.478
58;Neuquén;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.862;0.862;475.055
58;Neuquén;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.903;0.903;610.837
58;Neuquén;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.898;0.898;580.389
58;Neuquén;H__06_06_PORC;V__INMAT_04_PORC;Chapa de cartón PORC;Calidad 4 PORC;0.909;0.909;99.903
58;Neuquén;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.921;0.921;435.458
58;Neuquén;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.870;0.870;316.256
58;Neuquén;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.893;0.893;-438.866
58;Neuquén;H__14_01_PORC;V__INCALSERV_03_PORC;Gas de red PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.838;0.838;-881.943
58;Neuquén;H__14_01_PORC;V__INCALCONS_01_PORC;Gas de red PORC;Calidad constructiva Satisfactoria PORC;0.865;0.865;852.788
58;Neuquén;H__14_01_PORC;V__INMAT_01_PORC;Gas de red PORC;Calidad 1 PORC;0.855;0.855;806.339
58;Neuquén;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.880;0.880;-414.926
58;Neuquén;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.826;0.826;-299.570
58;Neuquén;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.947;0.947;464.250
58;Neuquén;H__19B_01_PORC;V__INCALCONS_01_PORC;Con computadora PORC;Calidad constructiva Satisfactoria PORC;0.808;0.808;485.982
58;Neuquén;P__12_01_PORC;H__05_01_PORC;Si tiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.862;0.862;475.055
58;Neuquén;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.893;0.893;-438.866
58;Neuquén;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.947;0.947;464.250
58;Neuquén;P__12_01_PORC;V__INCALCONS_01_PORC;Si tiliza computadora PORC;Calidad constructiva Satisfactoria PORC;0.804;0.804;403.006
58;Neuquén;P__12_01_PORC;H__19D_01_PORC;Si tiliza computadora PORC;Con teléfono de línea PORC;0.800;0.800;423.798
58;Neuquén;H__05_02_PORC;V__INCALCONS_03_PORC;Cemento o ladrillo fijo PORC;Calidad constructiva Insuficiente PORC;0.805;0.805;343.047
58;Neuquén;H__05_02_PORC;V__INCALCONS_01_PORC;Cemento o ladrillo fijo PORC;Calidad constructiva Satisfactoria PORC;-0.814;0.814;-419.059
58;Neuquén;H__05_02_PORC;V__INMAT_01_PORC;Cemento o ladrillo fijo PORC;Calidad 1 PORC;-0.801;0.801;-394.493
58;Neuquén;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.981;0.981;1573.687
58;Neuquén;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.884;0.884;-1199.432
58;Neuquén;V__INCALCONS_01_PORC;H__11_01_PORC;Calidad constructiva Satisfactoria PORC;Si tiene cadena y mochila en el baño PORC;0.849;0.849;533.217
58;Neuquén;V__INCALCONS_01_PORC;H__05_01_PORC;Calidad constructiva Satisfactoria PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.903;0.903;610.837
58;Neuquén;V__INCALCONS_01_PORC;H__14_01_PORC;Calidad constructiva Satisfactoria PORC;Gas de red PORC;0.865;0.865;852.788
58;Neuquén;V__INCALCONS_01_PORC;H__19B_01_PORC;Calidad constructiva Satisfactoria PORC;Con computadora PORC;0.808;0.808;485.982
58;Neuquén;V__INCALCONS_01_PORC;P__12_01_PORC;Calidad constructiva Satisfactoria PORC;Si tiliza computadora PORC;0.804;0.804;403.006
58;Neuquén;V__INCALCONS_01_PORC;H__05_02_PORC;Calidad constructiva Satisfactoria PORC;Cemento o ladrillo fijo PORC;-0.814;0.814;-419.059
58;Neuquén;V__INCALCONS_01_PORC;H__08_01_PORC;Calidad constructiva Satisfactoria PORC;Por cañeria dentro de la vivienda PORC;0.841;0.841;525.733
58;Neuquén;H__19D_01_PORC;P__12_01_PORC;Con teléfono de línea PORC;Si tiliza computadora PORC;0.800;0.800;423.798
58;Neuquén;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.877;0.877;-453.234
58;Neuquén;H__08_01_PORC;V__INCALCONS_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Satisfactoria PORC;0.841;0.841;525.733
58;Neuquén;H__08_01_PORC;V__INMAT_01_PORC;Por cañeria dentro de la vivienda PORC;Calidad 1 PORC;0.827;0.827;494.285
58;Neuquén;V__INMAT_04_PORC;H__05_03_PORC;Calidad 4 PORC;Tierra o ladrillo suelto PORC;0.818;0.818;89.965
58;Neuquén;V__INMAT_04_PORC;H__06_06_PORC;Calidad 4 PORC;Chapa de cartón PORC;0.909;0.909;99.903
58;Neuquén;V__INMAT_01_PORC;H__11_01_PORC;Calidad 1 PORC;Si tiene cadena y mochila en el baño PORC;0.832;0.832;499.675
58;Neuquén;V__INMAT_01_PORC;H__05_01_PORC;Calidad 1 PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.898;0.898;580.389
58;Neuquén;V__INMAT_01_PORC;H__14_01_PORC;Calidad 1 PORC;Gas de red PORC;0.855;0.855;806.339
58;Neuquén;V__INMAT_01_PORC;H__05_02_PORC;Calidad 1 PORC;Cemento o ladrillo fijo PORC;-0.801;0.801;-394.493
58;Neuquén;V__INMAT_01_PORC;H__08_01_PORC;Calidad 1 PORC;Por cañeria dentro de la vivienda PORC;0.827;0.827;494.285
58;Neuquén;H__08_02_PORC;V__INCALCONS_03_PORC;Fuera de la vivienda pero dentro del terreno PORC;Calidad constructiva Insuficiente PORC;0.856;0.856;280.315
62;Río Negro;H__06_05_PORC;V__INMAT_03_PORC;Chapa fibrocemento o plástico PORC;Calidad 3 PORC;0.898;0.898;146.380
62;Río Negro;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.971;0.971;1507.480
62;Río Negro;H__ALGUNBI_02_PORC;V__INCALCONS_03_PORC;Al menos un indicador NBI PORC;Calidad constructiva Insuficiente PORC;0.815;0.815;125.957
62;Río Negro;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.915;0.915;-240.108
62;Río Negro;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.930;0.930;313.968
62;Río Negro;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.918;0.918;-309.811
62;Río Negro;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.881;0.881;-724.726
62;Río Negro;V__INCALSERV_03_PORC;H__05_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.804;0.804;-399.293
62;Río Negro;V__INCALSERV_03_PORC;H__14_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Gas de red PORC;-0.804;0.804;-645.743
62;Río Negro;V__INCALSERV_03_PORC;H__05_02_PORC;Calidad de Servicios BasicosInsuficiente PORC;Cemento o ladrillo fijo PORC;0.811;0.811;339.508
62;Río Negro;V__INCALSERV_03_PORC;H__12_03_PORC;Calidad de Servicios BasicosInsuficiente PORC;Sólo a pozo ciego PORC;0.848;0.848;359.914
62;Río Negro;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.803;0.803;419.066
62;Río Negro;V__INCALCONS_03_PORC;H__ALGUNBI_02_PORC;Calidad constructiva Insuficiente PORC;Al menos un indicador NBI PORC;0.815;0.815;125.957
62;Río Negro;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.915;0.915;-240.108
62;Río Negro;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.898;0.898;188.143
62;Río Negro;V__INCALCONS_03_PORC;H__05_01_PORC;Calidad constructiva Insuficiente PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.856;0.856;-275.646
62;Río Negro;V__INCALCONS_03_PORC;H__05_02_PORC;Calidad constructiva Insuficiente PORC;Cemento o ladrillo fijo PORC;0.837;0.837;227.182
62;Río Negro;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.878;0.878;-218.750
62;Río Negro;V__INCALCONS_03_PORC;H__08_02_PORC;Calidad constructiva Insuficiente PORC;Fuera de la vivienda pero dentro del terreno PORC;0.885;0.885;168.756
62;Río Negro;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.900;0.900;245.767
62;Río Negro;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.886;0.886;-241.670
62;Río Negro;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.898;0.898;188.143
62;Río Negro;V__INMAT_03_PORC;H__06_05_PORC;Calidad 3 PORC;Chapa fibrocemento o plástico PORC;0.898;0.898;146.380
62;Río Negro;H__05_01_PORC;V__INCALSERV_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.804;0.804;-399.293
62;Río Negro;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.856;0.856;-275.646
62;Río Negro;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.803;0.803;281.159
62;Río Negro;H__06_06_PORC;V__INMAT_04_PORC;Chapa de cartón PORC;Calidad 4 PORC;0.929;0.929;50.509
62;Río Negro;H__19B_02_PORC;P__12_02_PORC;Sin computadora PORC;No utiliza computadora PORC;0.930;0.930;313.968
62;Río Negro;H__19B_02_PORC;P__09_02_PORC;Sin computadora PORC;Primario PORC;0.900;0.900;245.767
62;Río Negro;H__19B_02_PORC;P__12_01_PORC;Sin computadora PORC;Si tiliza computadora PORC;-0.897;0.897;-305.050
62;Río Negro;H__14_01_PORC;V__INCALSERV_03_PORC;Gas de red PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.804;0.804;-645.743
62;Río Negro;H__19B_01_PORC;P__12_02_PORC;Con computadora PORC;No utiliza computadora PORC;-0.918;0.918;-309.811
62;Río Negro;H__19B_01_PORC;P__09_02_PORC;Con computadora PORC;Primario PORC;-0.886;0.886;-241.670
62;Río Negro;H__19B_01_PORC;P__12_01_PORC;Con computadora PORC;Si tiliza computadora PORC;0.914;0.914;310.757
62;Río Negro;P__12_01_PORC;H__05_01_PORC;Si tiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;0.803;0.803;281.159
62;Río Negro;P__12_01_PORC;H__19B_02_PORC;Si tiliza computadora PORC;Sin computadora PORC;-0.897;0.897;-305.050
62;Río Negro;P__12_01_PORC;H__19B_01_PORC;Si tiliza computadora PORC;Con computadora PORC;0.914;0.914;310.757
62;Río Negro;H__05_02_PORC;V__INCALSERV_03_PORC;Cemento o ladrillo fijo PORC;Calidad de Servicios BasicosInsuficiente PORC;0.811;0.811;339.508
62;Río Negro;H__05_02_PORC;V__INCALCONS_03_PORC;Cemento o ladrillo fijo PORC;Calidad constructiva Insuficiente PORC;0.837;0.837;227.182
62;Río Negro;V__INCALSERV_01_PORC;H__12_01_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A red publica (cloaca) PORC;0.971;0.971;1507.480
62;Río Negro;V__INCALSERV_01_PORC;H__12_02_PORC;Calidad de Servicios Basicos Satisfactorio PORC;A cámara séptica y pozo ciego PORC;-0.811;0.811;-809.738
62;Río Negro;H__12_02_PORC;V__INCALSERV_02_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Basico PORC;0.803;0.803;419.066
62;Río Negro;H__12_02_PORC;V__INCALSERV_01_PORC;A cámara séptica y pozo ciego PORC;Calidad de Servicios Basicos Satisfactorio PORC;-0.811;0.811;-809.738
62;Río Negro;V__URP_03_PORC;H__09_01_PORC;Area Rural disperso PORC;Red pública PORC;-0.881;0.881;-724.726
62;Río Negro;H__08_01_PORC;V__INCALCONS_03_PORC;Por cañeria dentro de la vivienda PORC;Calidad constructiva Insuficiente PORC;-0.878;0.878;-218.750
62;Río Negro;H__12_03_PORC;V__INCALSERV_03_PORC;Sólo a pozo ciego PORC;Calidad de Servicios BasicosInsuficiente PORC;0.848;0.848;359.914
62;Río Negro;V__INMAT_04_PORC;H__06_06_PORC;Calidad 4 PORC;Chapa de cartón PORC;0.929;0.929;50.509
62;Río Negro;H__08_02_PORC;V__INCALCONS_03_PORC;Fuera de la vivienda pero dentro del terreno PORC;Calidad constructiva Insuficiente PORC;0.885;0.885;168.756
66;Salta;H__14_06_PORC;V__URP_01_PORC;Leña o carbón PORC;Area Urbano PORC;-0.812;0.812;-1311.659
66;Salta;H__14_06_PORC;V__URP_03_PORC;Leña o carbón PORC;Area Rural disperso PORC;0.831;0.831;1259.645
66;Salta;H__14_06_PORC;V__INMAT_04_PORC;Leña o carbón PORC;Calidad 4 PORC;0.841;0.841;646.975
66;Salta;H__12_01_PORC;V__INCALSERV_03_PORC;A red publica (cloaca) PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.860;0.860;-1090.296
66;Salta;H__12_01_PORC;V__INCALSERV_01_PORC;A red publica (cloaca) PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.983;0.983;1596.035
66;Salta;V__URP_01_PORC;H__14_06_PORC;Area Urbano PORC;Leña o carbón PORC;-0.812;0.812;-1311.659
66;Salta;V__URP_01_PORC;H__09_01_PORC;Area Urbano PORC;Red pública PORC;0.828;0.828;1503.735
66;Salta;H__11_01_PORC;V__INCALSERV_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad de Servicios BasicosInsuficiente PORC;-0.867;0.867;-871.509
66;Salta;H__11_01_PORC;V__INCALCONS_03_PORC;Si tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;-0.876;0.876;-809.617
66;Salta;H__11_01_PORC;P__12_01_PORC;Si tiene cadena y mochila en el baño PORC;Si tiliza computadora PORC;0.844;0.844;590.439
66;Salta;H__11_01_PORC;V__INCALSERV_01_PORC;Si tiene cadena y mochila en el baño PORC;Calidad de Servicios Basicos Satisfactorio PORC;0.813;0.813;1046.607
66;Salta;H__11_01_PORC;P__09_06_PORC;Si tiene cadena y mochila en el baño PORC;Superior no universitario PORC;0.809;0.809;115.178
66;Salta;H__11_01_PORC;V__INMAT_04_PORC;Si tiene cadena y mochila en el baño PORC;Calidad 4 PORC;-0.820;0.820;-617.919
66;Salta;P__12_02_PORC;H__19D_02_PORC;No utiliza computadora PORC;Sin teléfono de línea PORC;0.885;0.885;505.135
66;Salta;P__12_02_PORC;H__07_02_PORC;No utiliza computadora PORC;Sin revestimiento interior o cielorraso del techo PORC;0.810;0.810;429.157
66;Salta;P__12_02_PORC;H__05_01_PORC;No utiliza computadora PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.864;0.864;-582.120
66;Salta;P__12_02_PORC;H__19B_02_PORC;No utiliza computadora PORC;Sin computadora PORC;0.944;0.944;442.416
66;Salta;P__12_02_PORC;H__14_01_PORC;No utiliza computadora PORC;Gas de red PORC;-0.829;0.829;-635.765
66;Salta;P__12_02_PORC;H__19B_01_PORC;No utiliza computadora PORC;Con computadora PORC;-0.924;0.924;-429.041
66;Salta;P__12_02_PORC;V__INCALCONS_01_PORC;No utiliza computadora PORC;Calidad constructiva Satisfactoria PORC;-0.819;0.819;-360.794
66;Salta;P__12_02_PORC;H__19D_01_PORC;No utiliza computadora PORC;Con teléfono de línea PORC;-0.867;0.867;-491.760
66;Salta;P__12_02_PORC;H__08_01_PORC;No utiliza computadora PORC;Por cañeria dentro de la vivienda PORC;-0.807;0.807;-560.518
66;Salta;P__12_02_PORC;V__INMAT_01_PORC;No utiliza computadora PORC;Calidad 1 PORC;-0.813;0.813;-358.292
66;Salta;H__09_01_PORC;V__URP_01_PORC;Red pública PORC;Area Urbano PORC;0.828;0.828;1503.735
66;Salta;H__09_01_PORC;V__URP_03_PORC;Red pública PORC;Area Rural disperso PORC;-0.921;0.921;-1568.843
66;Salta;H__05_03_PORC;V__INMAT_04_PORC;Tierra o ladrillo suelto PORC;Calidad 4 PORC;0.919;0.919;569.939
66;Salta;V__INCALSERV_03_PORC;H__12_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;A red publica (cloaca) PORC;-0.860;0.860;-1090.296
66;Salta;V__INCALSERV_03_PORC;H__11_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.867;0.867;-871.509
66;Salta;V__INCALSERV_03_PORC;H__08_01_PORC;Calidad de Servicios BasicosInsuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.852;0.852;-843.940
66;Salta;V__INCALSERV_02_PORC;H__12_02_PORC;Calidad de Servicios Basicos Basico PORC;A cámara séptica y pozo ciego PORC;0.849;0.849;222.580
66;Salta;V__INCALCONS_03_PORC;H__11_01_PORC;Calidad constructiva Insuficiente PORC;Si tiene cadena y mochila en el baño PORC;-0.876;0.876;-809.617
66;Salta;V__INCALCONS_03_PORC;H__19D_02_PORC;Calidad constructiva Insuficiente PORC;Sin teléfono de línea PORC;0.806;0.806;603.027
66;Salta;V__INCALCONS_03_PORC;H__07_02_PORC;Calidad constructiva Insuficiente PORC;Sin revestimiento interior o cielorraso del techo PORC;0.809;0.809;561.686
66;Salta;V__INCALCONS_03_PORC;H__11_02_PORC;Calidad constructiva Insuficiente PORC;No tiene cadena y mochila en el baño PORC;0.812;0.812;541.494
66;Salta;V__INCALCONS_03_PORC;H__05_01_PORC;Calidad constructiva Insuficiente PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.851;0.851;-751.389
66;Salta;V__INCALCONS_03_PORC;H__19B_02_PORC;Calidad constructiva Insuficiente PORC;Sin computadora PORC;0.824;0.824;506.085
66;Salta;V__INCALCONS_03_PORC;H__19B_01_PORC;Calidad constructiva Insuficiente PORC;Con computadora PORC;-0.820;0.820;-498.856
66;Salta;V__INCALCONS_03_PORC;P__12_01_PORC;Calidad constructiva Insuficiente PORC;Si tiliza computadora PORC;-0.812;0.812;-452.314
66;Salta;V__INCALCONS_03_PORC;P__09_06_PORC;Calidad constructiva Insuficiente PORC;Superior no universitario PORC;-0.814;0.814;-92.178
66;Salta;V__INCALCONS_03_PORC;H__07_01_PORC;Calidad constructiva Insuficiente PORC;Con revestimiento interior o cielorraso del techo PORC;-0.801;0.801;-554.457
66;Salta;V__INCALCONS_03_PORC;H__19D_01_PORC;Calidad constructiva Insuficiente PORC;Con teléfono de línea PORC;-0.802;0.802;-595.798
66;Salta;V__INCALCONS_03_PORC;H__08_01_PORC;Calidad constructiva Insuficiente PORC;Por cañeria dentro de la vivienda PORC;-0.858;0.858;-781.015
66;Salta;P__09_02_PORC;H__19D_02_PORC;Primario PORC;Sin teléfono de línea PORC;0.844;0.844;365.315
66;Salta;P__09_02_PORC;H__05_01_PORC;Primario PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;-0.811;0.811;-414.752
66;Salta;P__09_02_PORC;H__19B_02_PORC;Primario PORC;Sin computadora PORC;0.873;0.873;310.701
66;Salta;P__09_02_PORC;H__19B_01_PORC;Primario PORC;Con computadora PORC;-0.861;0.861;-303.219
66;Salta;P__09_02_PORC;H__19D_01_PORC;Primario PORC;Con teléfono de línea PORC;-0.832;0.832;-357.833
66;Salta;H__19D_02_PORC;P__12_02_PORC;Sin teléfono de línea PORC;No utiliza computadora PORC;0.885;0.885;505.135
66;Salta;H__19D_02_PORC;V__INCALCONS_03_PORC;Sin teléfono de línea PORC;Calidad constructiva Insuficiente PORC;0.806;0.806;603.027
66;Salta;H__19D_02_PORC;P__09_02_PORC;Sin teléfono de línea PORC;Primario PORC;0.844;0.844;365.315
66;Salta;H__19D_02_PORC;P__12_01_PORC;Sin teléfono de línea PORC;Si tiliza computadora PORC;-0.885;0.885;-501.281
66;Salta;H__19D_02_PORC;P__09_06_PORC;Sin teléfono de línea PORC;Superior no universitario PORC;-0.844;0.844;-97.261
66;Salta;H__19D_02_PORC;V__INCALCONS_01_PORC;Sin teléfono de línea PORC;Calidad constructiva Satisfactoria PORC;-0.840;0.840;-493.279
66;Salta;H__19D_02_PORC;V__INMAT_01_PORC;Sin teléfono de línea PORC;Calidad 1 PORC;-0.833;0.833;-489.284
66;Salta;H__19A_02_PORC;V__INMAT_04_PORC;Sin Heladera PORC;Calidad 4 PORC;0.808;0.808;531.642
66;Salta;H__07_02_PORC;P__12_02_PORC;Sin revestimiento interior o cielorraso del techo PORC;No utiliza computadora PORC;0.810;0.810;429.157
66;Salta;H__07_02_PORC;V__INCALCONS_03_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad constructiva Insuficiente PORC;0.809;0.809;561.686
66;Salta;H__07_02_PORC;V__INCALCONS_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad constructiva Satisfactoria PORC;-0.894;0.894;-487.597
66;Salta;H__07_02_PORC;V__INMAT_01_PORC;Sin revestimiento interior o cielorraso del techo PORC;Calidad 1 PORC;-0.899;0.899;-490.116
66;Salta;H__11_02_PORC;V__INCALCONS_03_PORC;No tiene cadena y mochila en el baño PORC;Calidad constructiva Insuficiente PORC;0.812;0.812;541.494
66;Salta;H__05_01_PORC;P__12_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;No utiliza computadora PORC;-0.864;0.864;-582.120
66;Salta;H__05_01_PORC;V__INCALCONS_03_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Insuficiente PORC;-0.851;0.851;-751.389
66;Salta;H__05_01_PORC;P__09_02_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Primario PORC;-0.811;0.811;-414.752
66;Salta;H__05_01_PORC;P__12_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Si tiliza computadora PORC;0.899;0.899;601.018
66;Salta;H__05_01_PORC;P__09_06_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Superior no universitario PORC;0.887;0.887;120.544
66;Salta;H__05_01_PORC;V__INCALCONS_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad constructiva Satisfactoria PORC;0.939;0.939;651.103
66;Salta;H__05_01_PORC;V__INMAT_01_PORC;Cerámica, baldosa, mosaico, mármol, madera o alfombrado PORC;Calidad 1 PORC;0.940;0.940;651.475
